ShipmentID,OrderID,Carrier,ShipDate,DeliveryDate,DeliveryStatus
3851,3851,DHL,2025-06-11,2025-06-17,Delayed
3852,3852,DHL,2025-05-28,2025-06-04,In Transit
3853,3853,FedEx,2025-11-23,2025-11-26,Delivered
3854,3854,DHL,2025-08-08,2025-08-14,Delayed
3855,3855,USPS,2025-10-14,2025-10-19,Delayed
3856,3856,UPS,2025-01-24,2025-01-31,Delayed
3857,3857,USPS,2025-03-29,2025-04-02,In Transit
3858,3858,USPS,2025-05-27,2025-05-31,Delayed
3859,3859,DHL,2025-03-11,2025-03-13,Delivered
3860,3860,FedEx,2025-04-11,2025-04-13,In Transit
3861,3861,FedEx,2025-03-23,2025-03-25,Delivered
3862,3862,USPS,2025-02-23,2025-02-25,Delivered
3863,3863,FedEx,2025-09-22,2025-09-25,Delayed
3864,3864,FedEx,2025-05-01,2025-05-04,Delivered
3865,3865,UPS,2025-08-17,2025-08-19,Delayed
3866,3866,UPS,2025-10-15,2025-10-16,Delayed
3867,3867,DHL,2025-11-23,2025-11-25,Delayed
3868,3868,FedEx,2025-08-08,2025-08-10,In Transit
3869,3869,USPS,2025-08-31,2025-09-07,Delayed
3870,3870,USPS,2025-12-25,2025-12-30,Delayed
3871,3871,USPS,2025-01-20,2025-01-26,In Transit
3872,3872,USPS,2025-05-26,2025-06-01,In Transit
3873,3873,USPS,2025-11-09,2025-11-11,In Transit
3874,3874,UPS,2025-05-26,2025-06-02,Delayed
3875,3875,UPS,2025-03-24,2025-03-26,Delayed
3876,3876,DHL,2025-09-14,2025-09-21,Delivered
3877,3877,UPS,2025-02-14,2025-02-19,Delivered
3878,3878,UPS,2025-04-29,2025-04-30,In Transit
3879,3879,DHL,2025-01-31,2025-02-03,In Transit
3880,3880,USPS,2025-04-21,2025-04-22,In Transit
3881,3881,USPS,2025-02-05,2025-02-12,Delayed
3882,3882,UPS,2025-07-15,2025-07-22,Delayed
3883,3883,UPS,2025-12-09,2025-12-14,Delayed
3884,3884,DHL,2025-12-17,2025-12-20,In Transit
3885,3885,UPS,2025-01-27,2025-02-03,In Transit
3886,3886,USPS,2025-12-06,2025-12-10,Delivered
3887,3887,FedEx,2025-06-25,2025-06-29,Delivered
3888,3888,UPS,2025-08-07,2025-08-12,Delayed
3889,3889,UPS,2025-09-29,2025-10-01,Delayed
3890,3890,FedEx,2025-01-12,2025-01-14,Delayed
3891,3891,FedEx,2025-05-21,2025-05-27,Delayed
3892,3892,DHL,2025-01-09,2025-01-13,Delivered
3893,3893,DHL,2025-12-22,2025-12-25,Delivered
3894,3894,FedEx,2025-08-03,2025-08-10,Delivered
3895,3895,USPS,2025-02-27,2025-02-28,Delayed
3896,3896,DHL,2025-03-25,2025-03-31,In Transit
3897,3897,UPS,2025-03-16,2025-03-21,Delayed
3898,3898,UPS,2025-07-22,2025-07-29,Delayed
3899,3899,DHL,2025-02-20,2025-02-22,Delayed
3900,3900,UPS,2025-06-13,2025-06-20,Delivered
3901,3901,USPS,2025-12-14,2025-12-20,Delivered
3902,3902,UPS,2025-11-20,2025-11-22,Delivered
3903,3903,UPS,2025-09-06,2025-09-07,In Transit
3904,3904,UPS,2025-11-03,2025-11-10,Delivered
3905,3905,DHL,2025-08-18,2025-08-23,Delivered
3906,3906,UPS,2025-02-08,2025-02-12,Delayed
3907,3907,FedEx,2025-10-13,2025-10-16,Delivered
3908,3908,DHL,2025-02-21,2025-02-27,Delayed
3909,3909,USPS,2025-09-24,2025-10-01,Delivered
3910,3910,USPS,2025-07-23,2025-07-30,Delivered
3911,3911,USPS,2025-10-24,2025-10-26,Delayed
3912,3912,DHL,2025-05-28,2025-06-03,In Transit
3913,3913,DHL,2025-01-05,2025-01-12,Delivered
3914,3914,UPS,2025-03-27,2025-03-28,Delayed
3915,3915,USPS,2025-06-01,2025-06-08,Delivered
3916,3916,USPS,2025-11-18,2025-11-24,Delayed
3917,3917,UPS,2025-05-10,2025-05-14,Delayed
3918,3918,USPS,2025-06-20,2025-06-24,Delayed
3919,3919,FedEx,2025-02-24,2025-02-28,Delivered
3920,3920,UPS,2025-09-06,2025-09-10,Delayed
3921,3921,DHL,2025-01-28,2025-02-03,In Transit
3922,3922,USPS,2025-10-16,2025-10-22,In Transit
3923,3923,DHL,2025-05-04,2025-05-09,Delayed
3924,3924,USPS,2025-08-23,2025-08-30,Delayed
3925,3925,FedEx,2025-06-17,2025-06-24,In Transit
3926,3926,UPS,2025-09-01,2025-09-02,Delivered
3927,3927,USPS,2025-04-05,2025-04-10,Delivered
3928,3928,FedEx,2025-12-17,2025-12-18,In Transit
3929,3929,UPS,2025-07-01,2025-07-05,Delayed
3930,3930,UPS,2025-03-13,2025-03-18,In Transit
3931,3931,USPS,2025-09-01,2025-09-06,Delivered
3932,3932,USPS,2025-08-09,2025-08-13,Delivered
3933,3933,UPS,2025-04-30,2025-05-04,Delayed
3934,3934,FedEx,2025-07-09,2025-07-13,Delivered
3935,3935,DHL,2025-09-24,2025-09-28,In Transit
3936,3936,FedEx,2025-05-27,2025-06-03,Delayed
3937,3937,DHL,2025-06-18,2025-06-22,Delayed
3938,3938,FedEx,2025-11-04,2025-11-08,In Transit
3939,3939,DHL,2025-08-18,2025-08-19,Delivered
3940,3940,UPS,2025-03-11,2025-03-14,In Transit
3941,3941,USPS,2025-01-18,2025-01-19,Delayed
3942,3942,FedEx,2025-04-03,2025-04-06,In Transit
3943,3943,DHL,2025-08-17,2025-08-22,Delayed
3944,3944,USPS,2025-08-14,2025-08-18,Delayed
3945,3945,FedEx,2025-08-26,2025-09-02,Delivered
3946,3946,FedEx,2025-09-13,2025-09-20,Delivered
3947,3947,DHL,2025-11-12,2025-11-17,Delayed
3948,3948,UPS,2025-10-22,2025-10-28,Delivered
3949,3949,USPS,2025-08-20,2025-08-22,In Transit
3950,3950,USPS,2025-07-08,2025-07-09,In Transit
3951,3951,FedEx,2025-06-27,2025-07-02,Delayed
3952,3952,USPS,2025-08-22,2025-08-27,Delayed
3953,3953,DHL,2025-11-28,2025-12-04,In Transit
3954,3954,DHL,2025-01-17,2025-01-20,In Transit
3955,3955,USPS,2025-07-17,2025-07-21,Delivered
3956,3956,FedEx,2025-08-21,2025-08-28,Delayed
3957,3957,UPS,2025-06-23,2025-06-30,Delivered
3958,3958,FedEx,2025-07-05,2025-07-06,Delayed
3959,3959,DHL,2025-01-11,2025-01-13,In Transit
3960,3960,DHL,2025-12-07,2025-12-09,Delayed
3961,3961,FedEx,2025-03-31,2025-04-05,In Transit
3962,3962,FedEx,2025-05-02,2025-05-04,In Transit
3963,3963,UPS,2025-03-25,2025-03-28,Delivered
3964,3964,DHL,2025-04-28,2025-04-29,Delayed
3965,3965,FedEx,2025-08-02,2025-08-06,In Transit
3966,3966,FedEx,2025-11-09,2025-11-15,Delivered
3967,3967,DHL,2025-03-06,2025-03-12,Delivered
3968,3968,DHL,2025-10-10,2025-10-11,Delayed
3969,3969,UPS,2025-02-18,2025-02-23,In Transit
3970,3970,FedEx,2025-10-10,2025-10-13,In Transit
3971,3971,FedEx,2025-06-12,2025-06-17,Delivered
3972,3972,DHL,2025-04-06,2025-04-09,Delivered
3973,3973,FedEx,2025-10-09,2025-10-10,Delivered
3974,3974,DHL,2025-07-02,2025-07-07,Delivered
3975,3975,FedEx,2025-07-04,2025-07-10,Delivered
3976,3976,UPS,2025-01-25,2025-01-31,In Transit
3977,3977,UPS,2025-02-01,2025-02-08,Delayed
3978,3978,UPS,2025-02-15,2025-02-22,Delivered
3979,3979,UPS,2025-03-19,2025-03-20,Delivered
3980,3980,DHL,2025-02-02,2025-02-05,Delivered
3981,3981,UPS,2025-11-06,2025-11-12,In Transit
3982,3982,UPS,2025-06-11,2025-06-12,Delayed
3983,3983,USPS,2025-02-10,2025-02-15,Delayed
3984,3984,FedEx,2025-08-06,2025-08-11,Delivered
3985,3985,DHL,2025-03-09,2025-03-12,Delivered
3986,3986,UPS,2025-04-25,2025-05-01,Delivered
3987,3987,DHL,2025-03-09,2025-03-10,Delivered
3988,3988,UPS,2025-08-14,2025-08-21,In Transit
3989,3989,DHL,2025-12-22,2025-12-29,In Transit
3990,3990,DHL,2025-11-11,2025-11-15,In Transit
3991,3991,UPS,2025-12-13,2025-12-19,Delivered
3992,3992,DHL,2025-12-06,2025-12-11,Delivered
3993,3993,USPS,2025-10-24,2025-10-31,In Transit
3994,3994,USPS,2025-10-04,2025-10-10,Delivered
3995,3995,USPS,2025-05-30,2025-06-06,Delayed
3996,3996,UPS,2025-03-17,2025-03-21,Delivered
3997,3997,DHL,2025-05-24,2025-05-26,Delayed
3998,3998,FedEx,2025-04-11,2025-04-15,Delivered
3999,3999,UPS,2025-10-29,2025-11-05,Delivered
4000,4000,USPS,2025-08-25,2025-08-31,In Transit
4001,4001,DHL,2025-12-25,2025-12-31,Delivered
4002,4002,FedEx,2025-11-28,2025-12-03,Delivered
4003,4003,UPS,2025-11-07,2025-11-10,In Transit
4004,4004,USPS,2025-02-08,2025-02-12,In Transit
4005,4005,UPS,2025-01-08,2025-01-12,Delayed
4006,4006,DHL,2025-02-03,2025-02-06,In Transit
4007,4007,FedEx,2025-01-24,2025-01-27,Delayed
4008,4008,DHL,2025-07-27,2025-08-02,Delivered
4009,4009,UPS,2025-06-14,2025-06-20,Delivered
4010,4010,DHL,2025-01-31,2025-02-06,In Transit
4011,4011,UPS,2025-12-07,2025-12-14,In Transit
4012,4012,FedEx,2025-07-01,2025-07-02,In Transit
4013,4013,FedEx,2025-03-25,2025-03-31,Delivered
4014,4014,USPS,2025-05-01,2025-05-02,In Transit
4015,4015,UPS,2025-05-29,2025-05-31,Delivered
4016,4016,DHL,2025-03-07,2025-03-12,Delayed
4017,4017,USPS,2025-09-25,2025-09-29,In Transit
4018,4018,UPS,2025-05-06,2025-05-09,In Transit
4019,4019,USPS,2025-11-04,2025-11-06,Delayed
4020,4020,UPS,2025-07-04,2025-07-05,In Transit
4021,4021,USPS,2025-07-06,2025-07-10,Delivered
4022,4022,USPS,2025-01-10,2025-01-11,Delayed
4023,4023,DHL,2025-07-09,2025-07-13,Delivered
4024,4024,UPS,2025-01-07,2025-01-10,Delivered
4025,4025,UPS,2025-02-27,2025-03-04,Delivered
4026,4026,FedEx,2025-11-28,2025-12-03,In Transit
4027,4027,FedEx,2025-09-27,2025-10-03,Delayed
4028,4028,USPS,2025-12-31,2026-01-05,In Transit
4029,4029,FedEx,2025-06-12,2025-06-17,Delivered
4030,4030,USPS,2025-12-12,2025-12-18,Delayed
4031,4031,USPS,2025-10-29,2025-11-01,Delayed
4032,4032,DHL,2025-10-16,2025-10-21,Delivered
4033,4033,FedEx,2025-03-01,2025-03-04,Delayed
4034,4034,USPS,2025-01-19,2025-01-24,Delivered
4035,4035,UPS,2025-06-16,2025-06-17,In Transit
4036,4036,USPS,2025-02-04,2025-02-06,Delivered
4037,4037,USPS,2025-10-12,2025-10-14,Delayed
4038,4038,UPS,2025-02-10,2025-02-11,Delayed
4039,4039,DHL,2025-02-28,2025-03-04,Delayed
4040,4040,USPS,2025-10-07,2025-10-12,Delayed
4041,4041,UPS,2025-01-27,2025-02-01,Delivered
4042,4042,DHL,2025-07-23,2025-07-30,Delayed
4043,4043,UPS,2025-06-16,2025-06-20,Delayed
4044,4044,DHL,2025-05-29,2025-05-30,Delayed
4045,4045,UPS,2025-04-11,2025-04-14,Delayed
4046,4046,FedEx,2025-11-05,2025-11-06,Delivered
4047,4047,USPS,2025-09-30,2025-10-07,In Transit
4048,4048,USPS,2025-08-22,2025-08-23,Delayed
4049,4049,UPS,2025-05-14,2025-05-20,Delayed
4050,4050,DHL,2025-11-06,2025-11-12,Delayed
4051,4051,USPS,2025-05-20,2025-05-27,Delivered
4052,4052,DHL,2025-07-14,2025-07-18,Delayed
4053,4053,USPS,2025-07-09,2025-07-16,Delayed
4054,4054,DHL,2025-01-29,2025-01-31,In Transit
4055,4055,UPS,2025-06-29,2025-07-06,Delayed
4056,4056,FedEx,2025-10-04,2025-10-11,In Transit
4057,4057,UPS,2025-09-17,2025-09-19,Delayed
4058,4058,FedEx,2025-10-27,2025-11-03,Delivered
4059,4059,FedEx,2025-06-18,2025-06-24,In Transit
4060,4060,FedEx,2025-01-18,2025-01-22,Delayed
4061,4061,DHL,2025-11-29,2025-12-03,In Transit
4062,4062,DHL,2025-12-27,2026-01-03,In Transit
4063,4063,FedEx,2025-02-13,2025-02-14,Delivered
4064,4064,USPS,2025-12-21,2025-12-26,In Transit
4065,4065,UPS,2025-08-25,2025-08-29,Delayed
4066,4066,USPS,2025-12-16,2025-12-23,Delayed
4067,4067,USPS,2025-11-29,2025-12-06,Delivered
4068,4068,USPS,2025-08-13,2025-08-19,In Transit
4069,4069,USPS,2025-03-14,2025-03-21,In Transit
4070,4070,UPS,2025-05-28,2025-05-31,In Transit
4071,4071,USPS,2025-12-18,2025-12-23,Delayed
4072,4072,FedEx,2025-11-15,2025-11-16,Delayed
4073,4073,FedEx,2025-09-24,2025-09-27,In Transit
4074,4074,FedEx,2025-09-06,2025-09-12,Delivered
4075,4075,FedEx,2025-08-04,2025-08-05,In Transit
4076,4076,UPS,2025-01-28,2025-02-01,Delayed
4077,4077,FedEx,2025-11-28,2025-11-30,Delayed
4078,4078,USPS,2025-12-18,2025-12-20,Delivered
4079,4079,UPS,2026-01-02,2026-01-04,In Transit
4080,4080,DHL,2025-07-27,2025-07-28,In Transit
4081,4081,UPS,2025-03-23,2025-03-30,Delayed
4082,4082,USPS,2025-07-04,2025-07-09,In Transit
4083,4083,USPS,2025-06-01,2025-06-02,Delivered
4084,4084,UPS,2025-06-18,2025-06-24,Delayed
4085,4085,USPS,2025-02-21,2025-02-28,In Transit
4086,4086,UPS,2025-05-28,2025-06-01,Delayed
4087,4087,UPS,2025-08-06,2025-08-10,In Transit
4088,4088,FedEx,2025-05-14,2025-05-17,Delayed
4089,4089,USPS,2025-02-24,2025-03-01,In Transit
4090,4090,DHL,2025-05-06,2025-05-13,Delivered
4091,4091,UPS,2025-02-07,2025-02-09,Delivered
4092,4092,USPS,2025-09-22,2025-09-24,Delivered
4093,4093,USPS,2025-04-03,2025-04-10,Delivered
4094,4094,FedEx,2025-12-27,2026-01-02,In Transit
4095,4095,USPS,2025-03-23,2025-03-25,Delayed
4096,4096,UPS,2025-12-27,2025-12-30,Delivered
4097,4097,USPS,2025-12-03,2025-12-08,Delayed
4098,4098,UPS,2025-09-18,2025-09-23,Delayed
4099,4099,FedEx,2025-05-20,2025-05-26,Delayed
4100,4100,USPS,2025-05-07,2025-05-10,Delayed
4101,4101,DHL,2025-11-29,2025-12-06,Delayed
4102,4102,FedEx,2025-03-25,2025-03-28,Delivered
4103,4103,UPS,2025-07-23,2025-07-25,Delivered
4104,4104,USPS,2025-02-07,2025-02-09,Delayed
4105,4105,USPS,2025-06-30,2025-07-05,Delivered
4106,4106,USPS,2025-03-27,2025-04-02,Delayed
4107,4107,UPS,2025-12-25,2025-12-28,In Transit
4108,4108,DHL,2025-02-02,2025-02-04,Delivered
4109,4109,USPS,2025-06-02,2025-06-06,In Transit
4110,4110,FedEx,2025-12-14,2025-12-19,Delayed
4111,4111,DHL,2025-07-13,2025-07-17,Delayed
4112,4112,USPS,2025-01-27,2025-02-01,Delivered
4113,4113,FedEx,2025-07-27,2025-08-03,In Transit
4114,4114,UPS,2025-03-04,2025-03-07,In Transit
4115,4115,USPS,2025-06-19,2025-06-26,Delayed
4116,4116,USPS,2025-07-07,2025-07-12,In Transit
4117,4117,USPS,2025-10-17,2025-10-23,In Transit
4118,4118,FedEx,2025-08-23,2025-08-24,Delayed
4119,4119,FedEx,2025-06-16,2025-06-18,Delivered
4120,4120,DHL,2025-06-25,2025-06-28,In Transit
4121,4121,UPS,2025-12-21,2025-12-28,In Transit
4122,4122,DHL,2025-05-17,2025-05-19,Delayed
4123,4123,USPS,2025-07-05,2025-07-06,Delivered
4124,4124,DHL,2025-10-09,2025-10-16,Delivered
4125,4125,DHL,2025-04-20,2025-04-26,Delivered
4126,4126,DHL,2025-02-19,2025-02-20,Delayed
4127,4127,FedEx,2025-07-22,2025-07-28,Delivered
4128,4128,DHL,2025-05-10,2025-05-11,Delayed
4129,4129,DHL,2025-07-23,2025-07-27,Delayed
4130,4130,UPS,2025-03-15,2025-03-20,Delayed
4131,4131,USPS,2025-12-07,2025-12-08,Delivered
4132,4132,USPS,2025-10-22,2025-10-26,Delayed
4133,4133,DHL,2025-09-16,2025-09-18,In Transit
4134,4134,FedEx,2025-01-05,2025-01-10,Delivered
4135,4135,UPS,2025-08-20,2025-08-21,Delayed
4136,4136,USPS,2025-10-21,2025-10-23,Delayed
4137,4137,UPS,2025-11-24,2025-12-01,Delayed
4138,4138,USPS,2025-05-18,2025-05-24,Delivered
4139,4139,FedEx,2025-12-16,2025-12-19,Delayed
4140,4140,USPS,2025-08-20,2025-08-27,Delayed
4141,4141,FedEx,2025-03-18,2025-03-25,Delayed
4142,4142,USPS,2025-10-15,2025-10-17,Delivered
4143,4143,DHL,2025-04-12,2025-04-16,In Transit
4144,4144,USPS,2025-11-07,2025-11-11,In Transit
4145,4145,DHL,2025-06-16,2025-06-21,Delivered
4146,4146,DHL,2025-07-17,2025-07-23,Delayed
4147,4147,UPS,2025-11-10,2025-11-17,In Transit
4148,4148,DHL,2025-10-24,2025-10-27,In Transit
4149,4149,UPS,2025-07-25,2025-08-01,In Transit
4150,4150,FedEx,2025-08-16,2025-08-22,Delayed
4151,4151,USPS,2025-08-15,2025-08-22,In Transit
4152,4152,FedEx,2025-08-13,2025-08-17,In Transit
4153,4153,DHL,2025-08-11,2025-08-13,Delivered
4154,4154,UPS,2025-09-24,2025-09-30,In Transit
4155,4155,UPS,2025-03-27,2025-03-31,Delayed
4156,4156,FedEx,2025-02-03,2025-02-09,Delayed
4157,4157,USPS,2025-03-31,2025-04-03,Delivered
4158,4158,USPS,2025-04-02,2025-04-08,In Transit
4159,4159,DHL,2025-11-12,2025-11-15,Delivered
4160,4160,UPS,2025-12-16,2025-12-23,In Transit
4161,4161,FedEx,2025-01-07,2025-01-14,Delivered
4162,4162,DHL,2025-03-31,2025-04-07,Delayed
4163,4163,FedEx,2025-07-24,2025-07-29,Delayed
4164,4164,USPS,2025-05-01,2025-05-06,Delivered
4165,4165,FedEx,2025-12-24,2025-12-31,Delayed
4166,4166,DHL,2025-09-05,2025-09-06,Delivered
4167,4167,UPS,2025-10-02,2025-10-07,In Transit
4168,4168,UPS,2025-05-06,2025-05-08,Delivered
4169,4169,DHL,2025-08-17,2025-08-20,Delivered
4170,4170,FedEx,2025-01-26,2025-01-30,Delivered
4171,4171,DHL,2025-06-23,2025-06-27,In Transit
4172,4172,UPS,2025-11-23,2025-11-26,Delayed
4173,4173,USPS,2025-01-10,2025-01-14,In Transit
4174,4174,UPS,2025-07-15,2025-07-20,Delivered
4175,4175,FedEx,2025-03-17,2025-03-19,Delayed
4176,4176,FedEx,2025-10-03,2025-10-07,Delayed
4177,4177,DHL,2025-05-20,2025-05-27,In Transit
4178,4178,USPS,2025-01-31,2025-02-06,In Transit
4179,4179,DHL,2025-07-31,2025-08-05,In Transit
4180,4180,UPS,2025-10-03,2025-10-04,Delivered
4181,4181,DHL,2025-11-01,2025-11-03,Delivered
4182,4182,FedEx,2025-09-10,2025-09-11,Delivered
4183,4183,FedEx,2025-04-21,2025-04-25,Delayed
4184,4184,DHL,2025-09-25,2025-09-29,Delayed
4185,4185,UPS,2025-06-28,2025-07-03,Delivered
4186,4186,USPS,2025-02-13,2025-02-14,Delivered
4187,4187,USPS,2025-06-21,2025-06-23,Delayed
4188,4188,FedEx,2025-10-27,2025-11-01,In Transit
4189,4189,USPS,2025-02-16,2025-02-17,Delayed
4190,4190,FedEx,2025-07-27,2025-08-01,Delivered
4191,4191,FedEx,2025-06-08,2025-06-15,Delayed
4192,4192,FedEx,2025-02-24,2025-03-03,In Transit
4193,4193,UPS,2025-04-19,2025-04-22,Delayed
4194,4194,USPS,2025-08-27,2025-08-29,Delayed
4195,4195,USPS,2025-10-12,2025-10-13,Delayed
4196,4196,DHL,2025-08-21,2025-08-26,In Transit
4197,4197,UPS,2025-08-02,2025-08-08,Delayed
4198,4198,DHL,2025-11-15,2025-11-18,Delivered
4199,4199,UPS,2025-08-11,2025-08-16,In Transit
4200,4200,USPS,2025-06-21,2025-06-26,In Transit
4201,4201,UPS,2025-08-12,2025-08-16,In Transit
4202,4202,FedEx,2025-04-06,2025-04-11,Delayed
4203,4203,UPS,2025-05-19,2025-05-23,Delayed
4204,4204,UPS,2025-12-14,2025-12-21,Delivered
4205,4205,USPS,2025-09-17,2025-09-22,In Transit
4206,4206,UPS,2025-11-14,2025-11-15,Delayed
4207,4207,UPS,2025-09-09,2025-09-11,Delivered
4208,4208,FedEx,2025-11-13,2025-11-15,Delayed
4209,4209,DHL,2025-09-01,2025-09-02,Delayed
4210,4210,DHL,2025-07-04,2025-07-07,In Transit
4211,4211,UPS,2025-08-22,2025-08-27,Delivered
4212,4212,FedEx,2025-06-07,2025-06-09,Delayed
4213,4213,DHL,2025-04-15,2025-04-18,Delayed
4214,4214,USPS,2025-03-22,2025-03-24,Delayed
4215,4215,DHL,2025-03-04,2025-03-06,Delayed
4216,4216,USPS,2025-02-18,2025-02-25,In Transit
4217,4217,DHL,2025-05-26,2025-05-30,Delivered
4218,4218,UPS,2025-02-08,2025-02-15,Delivered
4219,4219,DHL,2025-06-22,2025-06-27,Delayed
4220,4220,USPS,2025-04-11,2025-04-15,In Transit
4221,4221,UPS,2025-10-28,2025-10-31,In Transit
4222,4222,FedEx,2025-05-18,2025-05-24,Delayed
4223,4223,FedEx,2025-11-24,2025-11-25,In Transit
4224,4224,UPS,2025-06-06,2025-06-09,In Transit
4225,4225,UPS,2025-09-09,2025-09-12,In Transit
4226,4226,UPS,2025-07-29,2025-07-31,Delivered
4227,4227,USPS,2025-06-11,2025-06-13,Delayed
4228,4228,UPS,2025-01-14,2025-01-21,In Transit
4229,4229,DHL,2025-06-26,2025-06-30,Delayed
4230,4230,FedEx,2025-07-05,2025-07-09,In Transit
4231,4231,UPS,2025-09-20,2025-09-24,In Transit
4232,4232,FedEx,2025-10-21,2025-10-28,Delayed
4233,4233,UPS,2025-05-22,2025-05-26,Delayed
4234,4234,DHL,2025-02-01,2025-02-07,Delivered
4235,4235,UPS,2025-04-12,2025-04-15,Delivered
4236,4236,USPS,2025-01-22,2025-01-23,In Transit
4237,4237,FedEx,2025-08-29,2025-09-04,In Transit
4238,4238,FedEx,2025-06-03,2025-06-09,Delivered
4239,4239,UPS,2025-03-09,2025-03-11,Delayed
4240,4240,UPS,2025-04-01,2025-04-04,Delayed
4241,4241,USPS,2025-10-04,2025-10-07,Delivered
4242,4242,UPS,2025-03-25,2025-03-28,In Transit
4243,4243,DHL,2025-12-23,2025-12-25,Delivered
4244,4244,DHL,2025-01-16,2025-01-17,Delivered
4245,4245,DHL,2025-07-08,2025-07-11,Delayed
4246,4246,DHL,2025-03-24,2025-03-27,Delivered
4247,4247,UPS,2025-06-22,2025-06-23,In Transit
4248,4248,UPS,2025-07-09,2025-07-14,Delivered
4249,4249,FedEx,2025-01-27,2025-01-30,Delivered
4250,4250,USPS,2025-08-08,2025-08-10,In Transit
4251,4251,USPS,2025-04-19,2025-04-26,Delayed
4252,4252,FedEx,2025-10-22,2025-10-24,Delivered
4253,4253,FedEx,2025-05-13,2025-05-15,In Transit
4254,4254,DHL,2025-01-21,2025-01-22,Delayed
4255,4255,USPS,2025-07-21,2025-07-23,Delayed
4256,4256,DHL,2025-09-11,2025-09-18,In Transit
4257,4257,UPS,2025-05-08,2025-05-10,Delayed
4258,4258,DHL,2025-06-24,2025-06-25,Delayed
4259,4259,UPS,2025-03-02,2025-03-05,Delivered
4260,4260,USPS,2025-06-29,2025-07-05,Delivered
4261,4261,DHL,2025-02-19,2025-02-20,Delayed
4262,4262,USPS,2025-11-13,2025-11-14,Delivered
4263,4263,USPS,2025-01-26,2025-01-30,Delayed
4264,4264,DHL,2025-11-17,2025-11-22,Delayed
4265,4265,FedEx,2025-07-29,2025-08-03,In Transit
4266,4266,USPS,2025-06-27,2025-06-29,Delivered
4267,4267,USPS,2025-10-24,2025-10-31,In Transit
4268,4268,DHL,2025-05-22,2025-05-23,In Transit
4269,4269,USPS,2025-05-04,2025-05-08,In Transit
4270,4270,DHL,2025-10-20,2025-10-25,Delivered
4271,4271,FedEx,2025-12-18,2025-12-25,Delivered
4272,4272,DHL,2025-11-28,2025-11-29,Delayed
4273,4273,DHL,2025-07-19,2025-07-25,In Transit
4274,4274,USPS,2025-08-27,2025-08-29,In Transit
4275,4275,USPS,2025-06-30,2025-07-03,Delayed
4276,4276,UPS,2025-12-21,2025-12-26,In Transit
4277,4277,FedEx,2025-11-30,2025-12-07,In Transit
4278,4278,UPS,2025-12-02,2025-12-06,Delivered
4279,4279,USPS,2025-09-19,2025-09-26,Delayed
4280,4280,USPS,2025-06-21,2025-06-24,Delivered
4281,4281,UPS,2025-08-02,2025-08-09,In Transit
4282,4282,FedEx,2025-09-27,2025-10-04,In Transit
4283,4283,DHL,2025-02-09,2025-02-11,Delivered
4284,4284,FedEx,2025-07-27,2025-07-30,In Transit
4285,4285,DHL,2025-01-25,2025-01-30,In Transit
4286,4286,UPS,2025-03-17,2025-03-23,In Transit
4287,4287,UPS,2025-12-08,2025-12-10,Delayed
4288,4288,UPS,2025-01-23,2025-01-30,Delayed
4289,4289,UPS,2025-08-06,2025-08-11,Delivered
4290,4290,USPS,2025-03-04,2025-03-10,Delayed
4291,4291,FedEx,2025-01-06,2025-01-13,Delivered
4292,4292,FedEx,2025-05-11,2025-05-18,In Transit
4293,4293,DHL,2025-09-25,2025-09-27,Delivered
4294,4294,USPS,2025-03-04,2025-03-06,In Transit
4295,4295,FedEx,2025-03-20,2025-03-22,Delivered
4296,4296,FedEx,2025-03-12,2025-03-18,In Transit
4297,4297,UPS,2025-03-02,2025-03-07,Delivered
4298,4298,FedEx,2025-01-21,2025-01-27,Delivered
4299,4299,DHL,2025-11-22,2025-11-29,Delayed
4300,4300,DHL,2025-07-27,2025-08-02,Delayed
4301,4301,FedEx,2025-11-14,2025-11-21,Delayed
4302,4302,DHL,2025-05-30,2025-06-05,Delivered
4303,4303,FedEx,2025-07-12,2025-07-13,In Transit
4304,4304,DHL,2025-05-11,2025-05-15,Delayed
4305,4305,UPS,2025-10-19,2025-10-25,Delivered
4306,4306,DHL,2025-05-15,2025-05-18,Delivered
4307,4307,DHL,2025-10-09,2025-10-11,Delivered
4308,4308,USPS,2025-05-15,2025-05-18,Delayed
4309,4309,FedEx,2025-06-29,2025-07-02,Delivered
4310,4310,DHL,2025-10-04,2025-10-10,In Transit
4311,4311,FedEx,2025-05-04,2025-05-06,In Transit
4312,4312,DHL,2025-04-24,2025-04-25,In Transit
4313,4313,DHL,2025-11-09,2025-11-11,Delivered
4314,4314,DHL,2025-11-08,2025-11-10,Delayed
4315,4315,UPS,2025-09-22,2025-09-27,Delivered
4316,4316,FedEx,2025-04-14,2025-04-20,In Transit
4317,4317,DHL,2025-05-30,2025-06-04,In Transit
4318,4318,USPS,2025-07-10,2025-07-16,In Transit
4319,4319,UPS,2025-07-31,2025-08-03,Delivered
4320,4320,DHL,2025-10-22,2025-10-28,Delayed
4321,4321,UPS,2025-02-23,2025-03-02,In Transit
4322,4322,USPS,2025-10-02,2025-10-04,In Transit
4323,4323,FedEx,2025-09-17,2025-09-24,Delayed
4324,4324,FedEx,2025-03-21,2025-03-23,In Transit
4325,4325,UPS,2025-08-01,2025-08-03,Delayed
4326,4326,DHL,2025-01-12,2025-01-14,Delivered
4327,4327,UPS,2025-03-06,2025-03-08,Delayed
